Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
B. Weekley,2248,713,140,148,17.5,11.5,15,0,0.2,0,2,0,NA,0,0,0,17.5,11.7,15,Boo Weekley,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Campbell,2248,68,140,144,23,18.6,22,0,0,0,2,0,NA,0,0,0,23,18.6,22,Chad Campbell,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Collins,2248,1646,140,147,18,10.9,20,0,0.2,0,2,0,NA,0,0,0,18,11.1,20,Chad Collins,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Hadley,2248,5704,140,147,16,10.3,20,0,0.2,0,2,0,NA,0,0,0,16,10.5,20,Chesson Hadley,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Hoffman,2248,205,280,284,52.5,43.2,56,6,13,6,4,1,62,0,0,0,58.5,56.2,62,Charley Hoffman,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Howell III,2248,208,280,283,54,46.9,52,3,8.2,3,4,1,58,0,0,0,57,55.1,55,Charles Howell III,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Kirk,2248,3449,140,144,31,22.2,22,0,6.4,0,2,0,NA,0,0,0,31,28.6,22,Chris Kirk,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Knost,2248,1793,140,147,14,9.7,20,0,0,0,2,0,NA,0,0,0,14,9.7,20,Colt Knost,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Ortiz,2248,5532,280,277,68.5,62.8,64,9,18.8,10,4,1,24,4,3,1,81.5,84.6,75,Carlos Ortiz,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Pettersson,2248,856,140,150,13,5.8,14,0,0.2,0,2,0,NA,0,0,0,13,6,14,Carl Pettersson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Schwartzel,2248,1097,140,144,29,21.6,22,0,0.6,0,2,0,NA,0,0,0,29,22.2,22,Charl Schwartzel,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Stroud,2248,1352,140,145,22,17.1,20,0,0.4,0,2,0,NA,0,0,0,22,17.5,20,Chris Stroud,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Tringale,2248,4645,280,278,56,52.2,64,3,6.4,4,4,1,30,3,2,0,62,60.6,68,Cameron Tringale,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
C. Villegas,2248,1264,280,278,68.5,60.3,61,3,7.8,3,4,1,30,3,2,0,74.5,70.1,64,Camilo Villegas,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Berger,2248,9025,140,147,17.5,11.4,19,0,0.2,0,2,0,NA,0,0,0,17.5,11.6,19,Daniel Berger,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Hearn,2248,928,280,280,54.5,48.7,61,0,0.4,0,4,1,45,1,0,0,55.5,49.1,61,David Hearn,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Johnson,2248,3448,280,272,73.5,69.1,71,0,7.6,0,4,1,9,8,7,5,81.5,83.7,76,Dustin Johnson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Lee,2248,3950,280,278,56,52.2,64,3,5.2,4,4,1,30,3,2,0,62,59.4,68,Danny Lee,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Lingmerth,2248,5574,140,150,12.5,6.3,13,0,0,0,2,0,NA,0,0,0,12.5,6.3,13,David Lingmerth,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Love III,2248,278,140,149,11,5.1,18,0,0.2,0,2,0,NA,0,0,0,11,5.3,18,Davis Love III,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
D. Summerhays,2248,3452,280,271,74.5,70.6,73,0,7.4,0,4,1,6,12,12,8,86.5,90,81,Daniel Summerhays,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
F. Gomez,2248,3375,280,289,41.5,31.4,47,0,0.6,0,4,1,71,0,0,0,41.5,32,47,Fabian Gomez,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
G. DeLaet,2248,2127,140,148,19,10,18,0,0.2,0,2,0,NA,0,0,0,19,10.2,18,Graham DeLaet,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
G. McNeill,2248,808,280,278,67,58,62,0,12.2,0,4,1,30,3,2,0,70,72.2,62,George McNeill,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
G. Woodland,2248,3550,140,143,23,18.5,26,0,0.6,0,2,0,NA,0,0,0,23,19.1,26,Gary Woodland,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
H. English,2248,5408,280,278,59,54.4,62,0,6.4,0,4,1,30,3,2,0,62,62.8,62,Harris English,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
H. Mahan,2248,957,140,149,20,9.1,16,0,0.6,0,2,0,NA,0,0,0,20,9.7,16,Hunter Mahan,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
H. Matsuyama,2248,5860,280,274,74.5,67.1,65,8,14,3,4,1,13,6,5,3,88.5,86.1,71,Hideki Matsuyama,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
H. Stenson,2248,576,280,267,80.5,78.6,77,11,20.6,6,4,1,2,20,20,13,111.5,119.2,96,Henrik Stenson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
H. Swafford,2248,5504,280,281,58.5,50,57,0,11,0,4,1,50,1,0,0,59.5,61,57,Hudson Swafford,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
I. Poulter,2248,619,140,152,13.5,2.9,11,0,0.4,0,2,0,NA,0,0,0,13.5,3.3,11,Ian Poulter,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Blixt,2248,3856,140,147,26.5,17.8,20,3,6.4,3,2,0,NA,0,0,0,29.5,24.2,23,Jonas Blixt,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Bohn,2248,1173,280,272,70,66.2,72,6,21.4,8,4,1,9,8,7,5,84,94.6,85,Jason Bohn,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Day,2248,1680,280,261,92,91.1,88,8,17,4,4,1,1,30,30,15,130,138.1,107,Jason Day,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Dufner,2248,110,280,278,63,54.2,66,0,6.4,0,4,1,30,3,2,0,66,62.6,66,Jason Dufner,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Furyk,2248,153,280,273,68.5,65.2,69,11,14,6,4,1,11,6,5,3,85.5,84.2,78,Jim Furyk,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Hahn,2248,5025,280,283,60,51.1,55,3,13.6,3,4,1,58,0,0,0,63,64.7,58,James Hahn,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Henry,2248,196,280,280,51,47,62,0,1.4,0,4,1,45,1,0,0,52,48.4,62,J.J. Henry,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Herman,2248,3598,280,274,64.5,61.5,69,5,12,0,4,1,13,6,5,3,75.5,78.5,72,Jim Herman,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Holmes,2248,1067,280,283,50,43.1,56,3,1.4,3,4,1,58,0,0,0,53,44.5,59,J.B. Holmes,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Huh,2248,5797,140,149,22,12.2,15,0,5.8,0,2,0,NA,0,0,0,22,18,15,John Huh,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Kelly,2248,243,140,148,18,11,16,0,0.2,0,2,0,NA,0,0,0,18,11.2,16,Jerry Kelly,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Kokrak,2248,3317,140,144,26,20.8,20,0,6.2,0,2,0,NA,0,0,0,26,27,20,Jason Kokrak,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Rose,2248,569,280,275,70.5,62,69,3,16.4,4,4,1,16,5,4,2,78.5,82.4,75,Justin Rose,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Senden,2248,710,280,280,62,54.1,59,3,13.6,3,4,1,45,1,0,0,66,67.7,62,John Senden,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Spieth,2248,5467,140,147,22.5,14.2,17,0,1.2,0,2,0,NA,0,0,0,22.5,15.4,17,Jordan Spieth,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Thomas,2248,4848,280,275,62.5,58.4,69,3,10.4,4,4,1,16,5,4,2,70.5,72.8,75,Justin Thomas,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Wagner,2248,1265,280,280,60.5,53.1,57,0,12.2,0,4,1,45,1,0,0,61.5,65.3,57,Johnson Wagner,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
J. Walker,2248,446,280,287,50,38.3,48,0,6.4,0,4,1,69,0,0,0,50,44.7,48,Jimmy Walker,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Bradley,2248,4513,140,147,17.5,11.4,19,0,0,0,2,0,NA,0,0,0,17.5,11.4,19,Keegan Bradley,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Chappell,2248,3857,280,277,64.5,59.2,61,0,13.4,0,4,1,24,4,3,1,68.5,75.6,62,Kevin Chappell,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Duke,2248,745,280,284,54.5,46.5,49,0,6.2,0,4,1,62,0,0,0,54.5,52.7,49,Ken Duke,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Kisner,2248,2552,280,276,62.5,58.5,65,3,13.4,3,4,1,20,5,4,2,70.5,75.9,70,Kevin Kisner,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Na,2248,318,280,276,63,58,66,0,7.2,0,4,1,20,5,4,2,68,69.2,68,Kevin Na,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Reifers,2248,1734,140,144,23,18.6,22,0,6,0,2,0,NA,0,0,0,23,24.6,22,Kyle Reifers,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
K. Streelman,2248,1077,280,282,52,46.2,56,0,0.8,0,4,1,53,0,0,0,52,47,56,Kevin Streelman,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
L. Donald,2248,601,280,277,67,59.2,65,3,16.8,4,4,1,24,4,3,1,74,79,70,Luke Donald,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
L. Westwood,2248,455,280,283,59.5,49.2,51,0,13.4,0,4,1,58,0,0,0,59.5,62.6,51,Lee Westwood,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Every,2248,1411,140,155,13.5,0.5,6,0,0.6,0,2,0,NA,0,0,0,13.5,1.1,6,Matt Every,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Hoffmann,2248,4781,280,279,61,55.1,58,0,7.4,0,4,1,39,2,1,0,63,63.5,58,Morgan Hoffmann,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Jones,2248,1367,280,282,53.5,47.2,58,0,6.4,0,4,1,53,0,0,0,53.5,53.6,58,Matt Jones,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Kuchar,2248,257,280,279,61.5,54.5,62,0,11.8,0,4,1,39,2,1,0,63.5,67.3,62,Matt Kuchar,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Laird,2248,2571,140,143,19.5,16.8,27,0,0,0,2,0,NA,0,0,0,19.5,16.8,27,Martin Laird,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Leishman,2248,3351,140,148,13,8.2,18,0,0,0,2,0,NA,0,0,0,13,8.2,18,Marc Leishman,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
M. Wilson,2248,479,280,277,64,58.3,64,0,1.4,0,4,1,24,4,3,1,68,62.7,65,Mark Wilson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
N. Taylor,2248,3792,280,282,53,45.2,58,0,5.8,0,4,1,53,0,0,0,53,51,58,Nick Taylor,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
N. Watney,2248,1042,140,145,20,15.1,24,0,0,0,2,0,NA,0,0,0,20,15.1,24,Nick Watney,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
P. Casey,2248,72,280,279,62.5,54.8,61,3,12.6,3,4,1,39,2,1,0,67.5,68.4,64,Paul Casey,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
P. Harrington,2248,186,140,148,16.5,9.9,17,0,0.4,0,2,0,NA,0,0,0,16.5,10.3,17,Padraig Harrington,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
P. Mickelson,2248,308,280,281,56.5,49.4,57,3,7,3,4,1,50,1,0,0,60.5,56.4,60,Phil Mickelson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
P. Perez,2248,707,280,276,65,58.6,66,0,1.8,0,4,1,20,5,4,2,70,64.4,68,Pat Perez,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
P. Reed,2248,5579,280,284,51.5,41.7,55,0,7,0,4,1,62,0,0,0,51.5,48.7,55,Patrick Reed,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Fowler,2248,3702,140,143,32.5,26.9,27,0,6,0,2,0,NA,0,0,0,32.5,32.9,27,Rickie Fowler,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Henley,2248,5409,280,290,52.5,38.4,47,0,5.8,0,4,1,72,0,0,0,52.5,44.2,47,Russell Henley,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Ishikawa,2248,4047,280,285,54.5,42.6,53,3,8,3,4,1,66,0,0,0,57.5,50.6,56,Ryo Ishikawa,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Knox,2248,4483,280,276,61,57.4,66,0,11.4,0,4,1,20,5,4,2,66,72.8,68,Russell Knox,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Moore,2248,809,140,150,16,7.9,15,0,0.4,0,2,0,NA,0,0,0,16,8.3,15,Ryan Moore,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Palmer,2248,962,280,271,70.5,68.2,73,3,7.4,3,4,1,6,12,12,8,85.5,87.6,84,Ryan Palmer,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Sabbatini,2248,377,280,277,68,60.9,60,3,19.2,3,4,1,24,4,3,1,75,83.1,64,Rory Sabbatini,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
R. Streb,2248,5619,280,279,59.5,54,59,0,7.4,0,4,1,39,2,1,0,61.5,62.4,59,Robert Streb,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. Bae,2248,4015,280,271,82,74.9,68,9,20.6,9,4,1,6,12,12,8,103,107.5,85,Sang-Moon Bae,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. Bowditch,2248,1112,280,274,76,68,68,3,16.8,4,4,1,13,6,5,3,85,89.8,75,Steven Bowditch,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. Brown,2248,4591,140,147,17,11.9,18,0,0.2,0,2,0,NA,0,0,0,17,12.1,18,Scott Brown,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. Cink,2248,78,280,279,61,52.5,62,3,7,3,4,1,39,2,1,0,66,60.5,65,Stewart Cink,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. O'Hair,2248,1359,280,280,61.5,52.1,59,3,7.2,3,4,1,45,1,0,0,65.5,59.3,62,Sean O'Hair,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. Piercy,2248,1037,280,284,48.5,42.1,53,0,5.8,0,4,1,62,0,0,0,48.5,47.9,53,Scott Piercy,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
S. Stefani,2248,4643,280,279,65,57.5,58,0,12.4,0,4,1,39,2,1,0,67,70.9,58,Shawn Stefani,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
T. Finau,2248,2230,280,275,74,66.3,64,3,12.6,3,4,1,16,5,4,2,82,82.9,69,Tony Finau,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
T. Merritt,2248,3970,280,282,49.5,43.5,59,0,0.6,0,4,1,53,0,0,0,49.5,44.1,59,Troy Merritt,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
V. Singh,2248,392,280,285,53.5,43.6,51,0,6.4,0,4,1,66,0,0,0,53.5,50,51,Vijay Singh,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
W. McGirt,2248,3532,140,153,13,0.8,13,0,0,0,2,0,NA,0,0,0,13,0.8,13,William McGirt,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
W. Simpson,2248,1614,280,278,60,54.6,64,0,0.8,0,4,1,30,3,2,0,63,57.4,64,Webb Simpson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
Z. Blair,2248,9040,280,270,74.5,71.9,73,5,11.4,0,4,1,4,16,16,10,95.5,99.3,83,Zac Blair,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
Z. Johnson,2248,686,280,270,68.5,67.5,77,8,10.2,4,4,1,4,16,16,10,92.5,93.7,91,Zach Johnson,NA,NA,NA,The Barclays,"Plainfield CC - Edison, NJ",2015-08-30,8.25,2015,0,NA,NA,NA,NA,NA,NA,NA
A. Atwal,2243,824,140,140,25.5,23.4,34,3,5,4,2,0,NA,0,0,0,28.5,28.4,38,Arjun Atwal,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,1.18,0.18,-1.3,-1.1,-2.22,-1.04
A. Baddeley,2243,16,140,139,36.5,31.8,29,0,6.6,0,2,0,NA,0,0,0,36.5,38.4,29,Aaron Baddeley,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.06,-0.43,-0.78,0.6,-0.6,-0.54
A. Cejka,2243,512,140,139,30,26.7,32,0,5.8,0,2,0,NA,0,0,0,30,32.5,32,Alex Cejka,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.91,-0.32,0.13,0.56,0.36,-0.54
A. Cook,2243,9517,280,273,80,73.1,64,0,18,0,4,1,43,1,0,0,81,91.1,64,Austin Cook,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T43,1.11,-0.11,-0.89,0.43,-0.56,0.55
A. Gonzales,2243,1748,140,140,32,27.3,31,0,5.8,0,2,0,NA,0,0,0,32,33.1,31,Andres Gonzales,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,1.53,-0.42,-0.07,-2.08,-2.57,-1.04
A. Hadwin,2243,5548,280,275,69,63.5,66,0,17,0,4,1,51,0,0,0,69,80.5,66,Adam Hadwin,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T51,0.11,0.75,0.15,-0.97,-0.06,0.05
A. Loupe,2243,5951,140,148,19.5,12,18,0,1,0,2,0,NA,0,0,0,19.5,13,18,Andrew Loupe,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.45,-2.01,-1.81,0.22,-3.59,-5.04
A. Prugh,2243,3322,280,275,68.5,62.8,65,0,13.4,0,4,1,51,0,0,0,68.5,76.2,65,Alex Prugh,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T51,-0.3,0.1,-0.3,0.55,0.35,0.05
A. Putnam,2243,5502,140,142,26.5,22.6,28,0,0.8,0,2,0,NA,0,0,0,26.5,23.4,28,Andrew Putnam,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,1.43,0.8,-2.82,-1.45,-3.48,-2.04
